,N°,Compuesto,IUPAC,Formula,SMILE,Plantas a las que pertenecen,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
136,137,Supinidina,"[(8S)-5,6,7,8-tetrahidro-3H-pirrolizin-1-il]metanol",C8H13NO,C1CC2C(=CCN2C1)CO,31,8.918148148,8.918148148,0.265046296,0.265046296,0.530906477,32.5,139.198,126.094,139.099714,56,0,0.065689703,-0.391961251,0.391961251,0.065689703,1.7,2.6,3.4,16.25075297,10.09293037,2.296800712,-2.156463851,2.271094556,-2.251874065,5.196527764,0.286716016,2.439898185,2.101972508,164.6405265,6.974691495,6.084661635,6.084661635,4.9150149,3.954282429,3.954282429,3.09011544,3.09011544,2.56223151,2.56223151,2.005040113,2.005040113,-0.34,397.7034042,6.375268807,2.364326722,0.796006462,61.14664791,5.106527395,0,0,0,0,0,4.899909731,0,0,0,6.076020107,24.95950418,12.58659724,6.606881965,5.106527395,0,0,4.899909731,0,18.88348408,19.69639478,11.64912464,0,0,0,0,0,0,35.74467273,0,0,12.84164325,11.64912464,0,0,0,23.47,0,0,0,6.606881965,6.041840829,6.544756406,24.95950418,0,0,10.97592984,5.106527395,0,0,2.436064815,8.918148148,1.247685185,0,0.601851852,4.734351852,2.561898148,0,0.75,10,1,2,0,2,2,0,0,0,0,1,0,2,1,2,2,1,0,1,1,0,1,1.50732184,2,0.3831,39.7638,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,138,Trachelanthamidina," [(1R,8S)-2,3,5,6,7,8-hexahidro-1H-pirrolizin-1-il]metanol",C8H15NO,[H][C@@]12CCCN1CC[C@H]2CO,31,8.986435185,8.986435185,0.403935185,0.403935185,0.573290545,40.5,141.214,126.094,141.1153641,58,0,0.047420487,-0.396025053,0.396025053,0.047420487,1.3,2.2,3,16.25134268,9.997037847,2.356640497,-2.171288413,2.313618499,-2.267571083,4.90158762,0.190588346,2.439898185,2.011567439,126.4259988,6.974691495,6.291768416,6.291768416,4.9150149,4.264960393,4.264960393,3.476873911,3.476873911,2.979998997,2.979998997,2.400378692,2.400378692,-0.08,397.7034042,6.619056743,2.51349237,0.866590672,61.83625094,10.00643713,0,0,0,0,0,0,0,0,0,0,38.26988373,12.64872279,0,5.106527395,0,0,4.899909731,5.917906046,25.3043057,19.69639478,0,0,0,0,0,0,0,35.74467273,0,5.917906046,19.26246487,0,0,0,0,23.47,0,0,0,0,12.52478801,6.041840829,32.35197768,0,0,4.899909731,5.106527395,0,0,2.528657407,8.986435185,0,0.599537037,0.740740741,3.896388889,2.914907407,0,1,10,1,2,0,2,2,0,0,0,0,2,0,2,1,2,2,1,0,2,2,0,0,1.663694862,2,0.463,39.7878,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,139,Espermidina,"N'-(3-aminopropil)butano-1,4-diamina",C7H19N3,NCCCCNCCCN,31,5.32164155,5.32164155,0.781635802,0.781635802,0.429543725,10.2,145.25,126.098,145.1578976,62,0,-0.003689862,-0.330472668,0.330472668,0.003689862,0.8,1.4,2,14.84431494,10.28635675,1.850466124,-2.007224001,1.813842393,-2.194137202,4.485407336,0.610617814,1.967154472,2.647604849,48.81290899,7.656854249,6.604448007,6.604448007,4.914213562,4.023603362,4.023603362,2.388010441,2.388010441,1.365355072,1.365355072,0.74639964,0.74639964,-0.12,175.076748,9.88,8.88,7.88,63.15854729,16.78412356,0,0,0,0,0,0,0,0,0,0,45.44149049,0,0,0,0,0,5.316788604,11.46733495,19.26246487,26.17902562,0,0,0,16.78412356,0,0,0,26.17902562,0,0,19.26246487,0,0,0,0,64.07,0,0,0,0,0,39.02066887,6.420821623,0,0,5.316788604,11.46733495,0,0,0,3.285555556,10.63106088,0,0,3.374326814,3.709056752,0,1,10,5,3,0,0,0,0,0,0,0,0,0,3,3,3,0,7,0,0,0,0,0,8.77344,0,-0.3363,44.8295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
139,140,Espermina,"N,N'-bis(3-aminopropil)butano-1,4-diamina",C10H26N4,NCCCNCCCCNCCCN,31,5.377234495,5.377234495,0.785361422,0.785361422,0.345280606,10.71428571,202.346,176.138,202.2157468,86,0,-0.003689861,-0.330424745,0.330424745,0.003689861,0.571428571,0.928571429,1.285714286,14.86344052,10.26782412,1.88952084,-2.044984187,1.844891905,-2.220778294,4.522495562,0.570167204,2.209692219,2.784765531,86.12278798,10.48528137,9.22576835,9.22576835,6.914213562,5.730710143,5.730710143,3.491563832,3.491563832,2.072461853,2.072461853,1.204124145,1.204124145,-0.16,1347.912253,13.84,12.84,11.84,87.80323582,22.10091216,0,0,0,0,0,0,0,0,0,0,64.95182493,0,0,0,0,0,10.63357721,11.46733495,25.68328649,39.26853844,0,0,0,22.10091216,0,0,0,39.26853844,0,0,25.68328649,0,0,0,0,76.1,0,0,0,0,0,52.11018168,12.84164325,0,0,10.63357721,11.46733495,0,0,0,6.721202129,10.75446899,0,0,4.628861961,5.895466919,0,1,14,6,4,0,0,0,0,0,0,0,0,0,4,4,4,0,11,0,0,0,0,0,12.69325714,0,-0.3566,62.3162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
140,141,Putrescina,"butano-1,4-diamina",C4H12N2,C(C[11CH2]N)CN,31,5.159027778,5.159027778,0.775,0.775,0.463564412,9,87.1544336,75.0584336,87.11148198,38,0,-0.00768043,-0.330472669,0.330472669,0.00768043,0.833333333,1.166666667,1.333333333,14.51157401,10.00222495,1.748758439,-1.866287199,1.767324744,-2.034687889,4.376846616,0.755028164,1.614330835,2.339092315,17.509775,4.828427125,3.983127663,3.983127663,2.914213562,2.316496581,2.316496581,1.28445705,1.28445705,0.65824829,0.65824829,0.288675135,0.288675135,-0.08,20.98630086,5.92,4.92,3.92,38.51385877,11.46733495,0,0,0,0,0,0,0,0,0,0,25.93115606,0,0,0,0,0,0,11.46733495,12.84164325,13.08951281,0,0,0,11.46733495,0,0,0,13.08951281,0,0,12.84164325,0,0,0,0,52.04,0,0,0,0,0,25.93115606,0,0,0,0,11.46733495,0,0,0,0,10.31805556,0,0,2.131944444,1.55,0,1,6,4,2,0,0,0,0,0,0,0,0,0,2,2,2,0,3,0,0,0,0,0,4.8544,0,-0.316,27.3428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
141,142,_-pineno,"6,6-dimetil-2-metilidenobiciclo[3.1.1]heptano",C10H16,CC1(C2CCC(=C)C1C2)C,31;41,4.128726852,4.128726852,0.606481481,0.606481481,0.448982999,42.8,136.238,120.11,136.1252005,56,0,-0.014905782,-0.099560333,0.099560333,0.014905782,1.5,2.2,2.5,14.55393735,9.474523142,2.507483741,-2.572114961,2.601055543,-2.48297363,5.180720431,-0.027256165,1.868520927,2.231080813,174.4773318,7.353371151,6.983127663,6.983127663,4.621027034,4.297877056,4.297877056,4.503502173,4.503502173,3.777239609,3.777239609,2.73251515,2.73251515,-0.26,188.7206137,6.450201166,1.663742547,0.574462076,63.32246472,0,0,0,0,0,0,0,0,0,0,25.99951461,36.51326743,0,0,0,0,0,0,17.25080256,33.10993927,0,12.15204021,0,0,0,0,0,0,0,0,17.25080256,33.10993927,12.15204021,0,0,0,0,0,0,0,0,5.414990469,11.83581209,24.8355694,0,0,20.42641008,0,0,0,0,0,2.127314815,1.883564815,0,4.145763889,8.926689815,0,0.8,10,0,0,3,0,3,0,0,0,0,2,2,0,0,0,0,0,3,0,3,0,2,1.073147412,3,2.9987,43.752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,143,Linalool,"3,7-dimetilocta-1,6-dien-3-ol",C10H18O,C=CC(C)(O)CCC=C(C)C,31,9.488774565,9.488774565,0.702430556,-0.702430556,0.617129007,15.27272727,154.253,136.109,154.1357652,64,0,0.079954328,-0.386091503,0.386091503,0.079954328,1.545454545,2.090909091,2.454545455,16.28147409,9.998868584,2.122344546,-2.161091713,2.130619004,-2.187488281,4.973788313,0.103304023,1.866518475,3.705911539,150.2557124,8.905777394,7.723234477,7.723234477,4.977162391,3.971007038,3.971007038,3.38144649,3.38144649,1.642813197,1.642813197,0.755126614,0.755126614,-0.56,169.8531812,10.44,4.345263593,5.863728814,69.43875775,5.106527395,0,0,0,0,0,0,0,0,6.578935684,17.72514474,33.61285484,0,5.601050811,5.106527395,0,0,0,0,39.21390566,0,24.30408043,0,0,0,0,0,0,10.70757821,0,0,33.61285484,24.30408043,0,0,0,20.23,5.601050811,5.106527395,0,0,0,12.84164325,5.57310453,12.99975731,0,26.50243019,0,0,0,0,9.488774565,0.59373819,0,0,5.381782407,9.452371504,0,0.6,11,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,4,0,0,0,0,1,4.124050174,0,2.6698,49.4858,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,144,Galangina,"3,5,7-trihidroxi-2-fenilcromen-4-ona",C15H10O5,O=c1c(O)c(-c2ccccc2)oc2cc(O)cc(O)c12,32,12.10289257,12.10289257,0.003845427,-0.747589758,0.631832936,10.8,270.24,260.16,270.0528234,100,0,0.238288561,-0.507678166,0.507678166,0.238288561,0.95,1.65,2.35,16.3590845,10.09675702,2.177160815,-2.068231673,2.341223226,-2.024138249,5.875639943,0.438093402,2.426520713,2.422398194,849.5071387,14.2756564,10.19958925,10.19958925,9.5753874,5.84857697,5.84857697,4.312974437,4.312974437,2.971330649,2.971330649,2.060312934,2.060312934,-2.95,41590.56502,12.10276211,4.307802294,1.763042678,112.519202,19.73673312,22.46826802,5.760247419,11.17830223,0,0,4.794537184,0,0,0,30.33183534,0,17.69618563,0,19.73673312,10.96924436,0,0,0,0,0,52.68789706,0,28.57223441,5.428790392,0,17.2485355,0,15.31958218,0,0,0,51.6762576,0,22.29294327,0,90.9,16.92781406,20.11411937,0,22.47900361,5.563451492,6.066367068,6.066367068,30.33183534,0,0,4.417150937,5.451111111,0,12.10289257,28.9320627,-0.223528912,-1.259904678,10.83070053,0,0,0,0,20,3,5,0,0,0,0,2,1,3,0,0,5,3,5,1,1,0,0,0,0,0,2.606815318,3,2.5768,72.9144,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,145,Pinocembrina,"(2S)-5,7-dihidroxi-2-fenil-2,3-dihidrocromen-4-ona",C15H12O4,O=C1C[C@@H](c2ccccc2)Oc2cc(O)cc(O)c21,32,12.07974443,12.07974443,0.12707252,-0.386666667,0.822909689,17.68421053,256.257,244.161,256.0735589,96,0,0.173909205,-0.507678567,0.507678567,0.173909205,1.105263158,1.842105263,2.578947368,16.49318018,9.953739367,2.300151643,-2.256075495,2.408629884,-2.199113161,6.022659742,0.084464914,2.379436114,2.027812409,634.0938759,13.40541292,10.03683271,10.03683271,9.147867046,5.957025103,5.957025103,4.482509027,4.482509027,3.156332513,3.156332513,2.278781631,2.278781631,-2.49,26973.28779,11.59198556,4.31484741,2.012001812,109.4410273,14.94991774,28.91595338,5.783244946,0,0,0,4.794537184,0,0,0,30.33183534,5.563451492,12.13273414,6.420821623,19.74445493,5.783244946,0,0,0,12.52478801,0,53.59147246,0,17.2485355,4.736862954,0,17.2485355,0,15.99629974,0,0,28.44622818,42.46456948,0,0,0,66.76,0,15.00759197,0,41.12001995,0,11.62981856,6.066367068,0,30.33183534,0,4.736862954,5.709212963,0,12.07974443,19.1644413,1.036401644,-0.333815298,11.88807393,-0.210725624,0,0,0.133333333,19,2,4,0,1,1,0,2,0,2,1,0,4,2,4,1,1,0,0,0,0,0,2.632507834,3,2.8043,68.5301,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,146,Crisina,"5,7-dihidroxi-2-fenilcromen-4-ona",C15H10O4,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,32,12.00335554,12.00335554,0.06711215,-0.34944161,0.700091546,10.73684211,254.241,244.161,254.0579088,94,0,0.196579154,-0.507678166,0.507678166,0.196579154,0.947368421,1.684210526,2.421052632,16.34074307,10.11143679,2.111465121,-2.044724497,2.296466762,-2.001099816,5.854504177,0.45207417,2.379436114,2.340995866,803.4836768,13.40541292,9.829725925,9.829725925,9.147867046,5.702320441,5.702320441,4.178958456,4.178958456,2.852927978,2.852927978,1.998604895,1.998604895,-2.75,26973.28779,11.34664102,4.170292905,1.929518941,107.7249683,14.63020573,28.22851544,5.428790392,0,0,0,4.794537184,0,0,0,30.33183534,0,23.7625527,0,14.63020573,10.96924436,0,0,0,0,0,58.75426412,0,22.82272258,5.428790392,0,11.49902367,0,10.21305479,0,0,0,57.74262467,0,22.29294327,0,70.67,0,15.00759197,0,27.89705841,5.760247419,11.62981856,12.13273414,0,30.33183534,0,4.417150937,5.570324074,0,12.00335554,19.18283085,0.560915533,-0.051089485,12.90033016,0,0,0,0,19,2,4,0,0,0,0,2,1,3,0,0,4,2,4,1,1,0,0,0,0,0,2.490464028,3,2.8712,71.2496,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,147,Eriodictyol,"(2S)-2-(3,4-dihidroxifenil)-5,7-dihidroxi-2,3-dihidrocromen-4-ona",C15H12O6,O=C1C[C@@H](c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,32,12.11972616,12.11972616,0.018303099,-0.668796296,0.599271449,17.14285714,288.255,276.159,288.0633881,108,0,0.173909225,-0.507678567,0.507678567,0.173909225,0.952380952,1.714285714,2.428571429,16.49333186,9.950553975,2.306027352,-2.258186192,2.41976563,-2.199689206,6.022877422,0.084418554,2.400453973,2.01392325,737.1839684,15.14589989,10.77655936,10.77655936,9.952397498,6.231588968,6.231588968,4.819977148,4.819977148,3.356230328,3.356230328,2.351826692,2.351826692,-2.89,56060.20208,13.10974753,4.588186557,2.202969353,119.0294949,25.16297253,28.91595338,17.28226861,0,0,0,4.794537184,0,0,0,6.066367068,17.69618563,12.13273414,6.420821623,29.95750972,5.783244946,0,0,0,12.52478801,0,41.45873833,0,28.74755917,4.736862954,0,28.74755917,0,26.20935453,0,0,28.44622818,30.33183534,0,0,0,107.22,6.103966388,25.22064676,0,46.51507723,5.563451492,6.066367068,24.26546827,0,0,0,4.736862954,5.611340703,0,12.11972616,37.98974761,0.540910126,-1.367996924,6.460038384,-0.687099395,0,0,0.133333333,21,4,6,0,1,1,0,2,0,2,1,0,6,4,6,1,1,0,0,0,0,0,2.864284162,3,2.2155,71.8597,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,148,Tricetina,"5,7-dihidroxi-2-(3,4,5-trihidroxifenil)cromen-4-ona",C15H10O7,OC1=CC(O)=C2C(=O)C=C(OC2=C1)C1=CC(O)=C(O)C(O)=C1,32,12.06576499,12.06576499,0.020277778,-0.692430556,0.43419044,10.90909091,302.238,292.158,302.0426527,112,0,0.199801424,-0.507678166,0.507678166,0.199801424,0.772727273,1.409090909,2.045454545,16.34371846,10.09217291,2.147827694,-2.071080435,2.391505393,-2.002468177,5.857515379,0.367761168,2.423695723,2.313179978,932.9926828,16.01614338,10.9393159,10.9393159,10.3630811,6.11715777,6.11715777,4.676037608,4.676037608,3.148820567,3.148820567,2.142633515,2.142633515,-3.35,82425.04414,13.6247375,4.589937947,2.045502408,122.1076695,29.94978791,28.22851544,22.67732589,0,0,0,4.794537184,0,0,0,0,12.13273414,23.7625527,0,29.94978791,10.96924436,0,0,0,0,0,40.55516292,0,40.07125808,5.428790392,0,28.74755917,0,25.53263697,0,0,0,39.54352346,0,22.29294327,0,131.36,28.42683773,30.32717416,0,28.0424551,0,30.33183534,0,0,0,0,4.417150937,5.416340703,0,12.06576499,47.36071637,-0.497692744,-2.600296097,5.421833442,0,0,0,0,22,5,7,0,0,0,0,2,1,3,0,0,7,5,7,1,1,0,0,0,0,0,2.842577257,3,1.988,76.244,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,149,Sakuranetin,"(2S)-5-hidroxi-2-(4-hidroxifenil)-7-metoxi-2,3-dihidrocromen-4-ona",C16H14O5,COc1cc(O)c2c(c1)O[C@H](c1ccc(O)cc1)CC2=O,32,12.22644385,12.22644385,0.136571476,-0.447123961,0.88743439,17,286.283,272.171,286.0841235,108,0,0.173909207,-0.507966607,0.507966607,0.173909207,1.19047619,1.904761905,2.571428571,16.49662664,9.952359912,2.303545592,-2.259963929,2.413841105,-2.200877432,6.022962672,0.084449487,2.464965972,1.993449981,690.5586783,14.98276318,11.36773073,11.36773073,10.0797187,6.480081141,6.480081141,4.844985164,4.844985164,3.474302102,3.474302102,2.407480277,2.407480277,-2.69,67875.30301,13.30033664,5.012254532,2.377590514,120.9195147,19.6867807,34.66546521,5.783244946,0,0,0,4.794537184,0,0,0,12.13273414,17.69618563,12.13273414,13.53061916,24.48131788,5.783244946,0,0,0,12.52478801,7.109797541,47.52510539,0,22.99804733,9.473725908,0,22.99804733,0,23.10609728,0,0,28.44622818,36.39820241,0,0,0,75.99,6.103966388,15.00759197,0,29.26654173,11.49902367,5.563451492,13.17616461,30.33183534,0,0,9.473725908,10.87778319,0,12.22644385,19.23019157,0.972164851,0.555708425,9.472794379,-0.310552485,0,1.475466225,0.1875,21,2,5,0,1,1,0,2,0,2,1,0,5,2,5,1,2,0,0,0,0,0,3.174508218,3,2.8129,75.0821,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,150,Sílice,dioxosilano,O2Si,O=[Si]=O,33,8.402777778,8.402777778,1.416666667,-1.416666667,0.34909142,2.666666667,60.084,60.084,59.96675577,16,0,0.548966224,-0.274483112,0.548966224,0.274483112,1.333333333,1.333333333,1.333333333,28.16818155,15.91781845,1.218993482,-0.94351037,0.759309067,-1.257909067,5.944232249,0.497267751,0.918295834,3.265986324,23.77443751,2.707106781,1.316496581,2.316496581,1.414213562,0.40824829,1.224744871,0.083333333,0.25,0,0,0,0,-0.183116883,2.754887502,2.816883117,1.816883117,1.816883117,19.40222479,0,0,0,0,0,9.292543339,8.923893333,0,0,0,0,0,0,0,8.923893333,9.292543339,0,0,0,0,0,0,0,0,0,0,0,0,9.292543339,8.923893333,0,0,0,0,0,0,34.14,9.292543339,0,0,0,0,0,0,0,0,0,8.923893333,16.80555556,0,0,0,0,0,0,0,0,-1.416666667,0,3,0,2,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,1.705982459,0,-0.6184,7.127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
